ปีการศึกษา,ชื่อโรงเรียน,อำเภอที่ตั้งรร.,ขนาดโรงเรียน,ที่ตั้งโรงเรียน,สังกัด,เขตพื้นที่ฯ,จำนวนผู้เข้าสอบ,ว 1.1 (Mean),ว 1.1 (S.D.),ว 1.2 (Mean),ว 1.2 (S.D.),ว 1.3 (Mean),ว 1.3 (S.D.),ว 2.1 (Mean),ว 2.1 (S.D.),ว 2.2 (Mean),ว 2.2 (S.D.),ว 2.3 (Mean),ว 2.3 (S.D.),ว 3.1 (Mean),ว 3.1 (S.D.),ว 3.2 (Mean),ว 3.2 (S.D.),ว 4.2 (Mean),ว 4.2 (S.D.)
2568,บ้านขุนแม่รวม,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,27.27,44.54,25.00,23.84,27.27,44.54,37.50,23.23,57.58,24.99,27.27,24.90,22.73,24.90,39.39,23.86,18.18,24.05
2568,บ้านจันทร์,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,10,40.00,48.99,32.50,19.53,0.00,0.00,38.75,17.18,50.00,30.73,40.00,37.42,35.00,39.05,36.67,17.95,25.00,25.00
2568,บ้านจันทร์ สาขาแจ่มน้อย,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,12,33.33,47.14,22.92,21.55,8.33,27.64,32.29,17.27,19.44,21.34,20.83,32.00,37.50,29.76,16.67,16.67,33.33,23.57
2568,บ้านแจ่มหลวง,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,8,50.00,50.00,21.88,19.52,12.50,33.07,50.00,27.24,45.83,28.57,37.50,33.07,6.25,16.54,54.17,28.57,31.25,34.80
2568,บ้านแม่แดดน้อย,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,8,25.00,43.30,15.63,12.10,0.00,0.00,31.25,26.52,45.83,16.14,37.50,33.07,31.25,42.85,54.17,23.20,0.00,0.00
2568,บ้านแม่แดดน้อย สาขาบ้านดงสามหมื่น,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,14,28.57,45.18,5.36,13.95,0.00,0.00,29.46,18.06,30.95,23.45,14.29,22.59,17.86,30.51,28.57,21.30,25.00,25.00
2568,บ้านแม่ตะละ,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,25,28.00,44.90,36.00,33.97,36.00,48.00,38.00,25.61,38.67,24.37,16.00,27.28,26.00,28.71,38.67,26.13,20.00,24.49
2568,บ้านแม่ตะละเหนือ,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,6,50.00,50.00,25.00,20.41,0.00,0.00,25.00,20.41,22.22,24.85,25.00,25.00,41.67,34.36,44.44,15.71,16.67,23.57
2568,บ้านห้วยยา,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,15,40.00,48.99,16.67,19.72,13.33,33.99,30.00,19.26,40.00,27.76,16.67,23.57,33.33,34.96,24.44,19.12,16.67,29.81
2568,บ้านหัวยปู,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,14,21.43,41.03,42.86,29.01,28.57,45.18,45.54,26.56,54.76,27.04,28.57,31.13,53.57,35.17,47.62,30.12,21.43,24.74
2568,สหมิตรวิทยา,กัลยาณิวัฒนา,กลาง,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,21,28.57,45.18,19.05,20.27,4.76,21.30,26.79,21.23,36.51,25.00,35.71,27.36,19.05,28.77,30.16,32.37,11.90,21.30
2568,สามัคคีสันม่วง,กัลยาณิวัฒนา,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,19,10.53,30.69,21.05,24.69,5.26,22.33,33.55,21.09,31.58,29.57,28.95,24.69,18.42,24.12,21.05,19.38,26.32,24.97
2568,ณัทชวิทย์,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,13,53.85,49.85,38.46,25.22,15.38,36.08,48.08,21.84,35.90,15.81,23.08,24.93,65.38,36.08,53.85,20.83,3.85,13.32
2568,เทศบาลจอมทอง ๑ (ชุมชนบ้านข่วงเปาเหนือ),จอมทอง,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,26,65.38,47.57,33.65,28.54,3.85,19.23,44.23,20.58,30.77,22.50,21.15,31.54,23.08,31.72,35.90,27.62,25.00,28.59
2568,ไทยรัฐวิทยา 79 (บ้านหนองอาบช้าง),จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,8,25.00,43.30,31.25,20.73,12.50,33.07,42.19,30.58,41.67,32.27,6.25,16.54,37.50,33.07,33.33,28.87,31.25,24.21
2568,นิยมไพรผาหมอนอินทนนท์,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,10,30.00,45.83,15.00,30.00,0.00,0.00,31.25,17.90,36.67,27.69,30.00,33.17,25.00,25.00,33.33,21.08,15.00,22.91
2568,บ้านข่วงเปาใต้,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,14.29,34.99,35.71,26.24,28.57,45.18,41.07,21.87,28.57,21.30,14.29,22.59,28.57,36.42,57.14,23.33,7.14,17.50
2568,บ้านขุนกลาง,จอมทอง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,72,50.00,50.00,20.83,22.82,13.89,34.58,32.64,23.34,37.96,27.95,26.39,31.15,27.78,31.06,37.50,27.18,15.97,26.12
2568,บ้านขุนกลาง สาขาแม่ยะน้อย,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,9.09,28.75,20.45,31.66,0.00,0.00,20.45,25.71,39.39,23.86,36.36,22.27,22.73,32.78,30.30,26.42,22.73,24.90
2568,บ้านขุนแตะ,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,14,35.71,47.92,12.50,18.30,7.14,25.75,50.89,21.37,42.86,31.94,35.71,34.99,50.00,37.80,50.00,24.40,10.71,20.52
2568,บ้านขุนแปะ,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,19,26.32,44.03,25.00,24.33,15.79,36.46,27.63,17.00,40.35,25.54,42.11,24.40,23.68,24.97,22.81,21.77,13.16,27.35
2568,บ้านขุนแปะ สาขาแม่จร,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,0.00,0.00,14.29,18.21,14.29,34.99,28.57,14.51,47.62,24.28,28.57,36.42,35.71,22.59,42.86,38.69,35.71,34.99
2568,บ้านขุนยะ,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,6,16.67,37.27,20.83,17.18,50.00,50.00,29.17,21.25,27.78,29.92,8.33,18.63,66.67,23.57,33.33,33.33,25.00,25.00
2568,บ้านท่าข้าม,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,16,25.00,43.30,29.69,25.34,12.50,33.07,43.75,21.19,47.92,28.79,25.00,30.62,59.38,31.72,37.50,11.02,15.63,23.18
2568,บ้านท่าหลุก,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,100.00,0.00,31.25,10.83,25.00,43.30,34.38,16.24,50.00,16.67,50.00,35.36,75.00,25.00,66.67,0.00,37.50,21.65
2568,บ้านน้ำตกแม่กลาง,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,12,25.00,43.30,22.92,27.87,8.33,27.64,50.00,27.48,38.89,26.64,33.33,23.57,41.67,27.64,38.89,29.92,29.17,32.00
2568,บ้านบนนา,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,17,70.59,45.56,44.12,21.91,29.41,45.56,38.97,26.73,35.29,26.74,41.18,25.64,32.35,34.05,31.37,26.74,23.53,24.96
2568,บ้านปากทางท่าลี่,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,2,100.00,0.00,37.50,12.50,0.00,0.00,75.00,0.00,83.33,16.67,25.00,25.00,50.00,50.00,33.33,0.00,0.00,0.00
2568,บ้านแปะ,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,45.45,49.79,31.82,24.05,0.00,0.00,31.82,25.76,48.48,26.07,13.64,22.27,40.91,35.79,36.36,30.00,31.82,24.05
2568,บ้านเมืองกลาง,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,28.57,45.18,21.43,15.97,14.29,34.99,37.50,14.94,52.38,30.12,21.43,24.74,50.00,37.80,28.57,21.30,35.71,22.59
2568,บ้านเมืองอาง,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,25.00,43.30,6.25,10.83,0.00,0.00,31.25,18.75,25.00,14.43,12.50,21.65,0.00,0.00,16.67,28.87,12.50,21.65
2568,บ้านแม่ปอน,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,31,9.68,29.57,21.77,23.54,16.13,36.78,34.68,27.07,45.16,26.16,30.65,35.19,38.71,39.57,34.41,28.69,16.13,23.37
2568,บ้านแม่สอย,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,45.45,49.79,45.45,25.71,18.18,38.57,32.95,23.40,48.48,26.07,31.82,24.05,50.00,30.15,33.33,28.43,4.55,14.37
2568,บ้านโรงวัว,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,42.86,49.49,42.86,11.29,14.29,34.99,69.64,37.71,66.67,17.82,42.86,31.94,71.43,45.18,57.14,42.59,42.86,17.50
2568,บ้านสบแจ่มฝั่งซ้าย,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,12,41.67,49.30,29.17,22.44,0.00,0.00,43.75,25.26,38.89,22.91,37.50,36.08,41.67,27.64,36.11,16.43,29.17,32.00
2568,บ้านสบเตี๊ยะ,จอมทอง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,9,33.33,47.14,25.00,23.57,0.00,0.00,48.61,30.87,22.22,22.22,33.33,23.57,33.33,33.33,25.93,20.95,16.67,23.57
2568,บ้านสบแปะ,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,6,50.00,50.00,45.83,22.44,33.33,47.14,39.58,23.29,44.44,15.71,25.00,25.00,33.33,37.27,61.11,22.91,8.33,18.63
2568,บ้านหนองคัน,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,5,20.00,40.00,40.00,33.91,20.00,40.00,22.50,14.58,33.33,21.08,30.00,40.00,10.00,20.00,33.33,0.00,20.00,24.49
2568,บ้านห้วยทราย,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,12,8.33,27.64,14.58,18.98,0.00,0.00,38.54,21.92,44.44,28.33,29.17,32.00,29.17,32.00,50.00,21.52,12.50,21.65
2568,บ้านห้วยน้ำดิบ,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,25.00,43.30,43.75,10.83,0.00,0.00,9.38,10.36,41.67,27.64,25.00,25.00,37.50,21.65,50.00,16.67,25.00,25.00
2568,บ้านห้วยม่วง,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,5,20.00,40.00,35.00,20.00,20.00,40.00,30.00,25.74,40.00,13.33,20.00,24.49,60.00,20.00,53.33,26.67,10.00,20.00
2568,บ้านห้วยม่วงฝั่งซ้าย,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,12,83.33,37.27,10.42,16.00,0.00,0.00,21.88,15.42,52.78,31.79,20.83,24.65,25.00,32.27,22.22,20.79,25.00,25.00
2568,บ้านห้วยส้มป่อย,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,10,30.00,45.83,25.00,19.36,10.00,30.00,25.00,25.00,46.67,33.99,40.00,30.00,30.00,33.17,26.67,13.33,20.00,24.49
2568,บ้านห้วยสะแพด,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,9,55.56,49.69,19.44,22.91,0.00,0.00,41.67,27.00,44.44,35.14,33.33,47.14,22.22,24.85,48.15,16.56,33.33,33.33
2568,บ้านหาดนาค,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,25.00,43.30,25.00,17.68,0.00,0.00,31.25,10.83,33.33,23.57,12.50,21.65,37.50,41.46,58.33,27.64,12.50,21.65
2568,บ้านใหม่สารภี,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,5,40.00,48.99,15.00,12.25,40.00,48.99,30.00,34.10,53.33,16.33,20.00,40.00,60.00,37.42,53.33,16.33,20.00,24.49
2568,ป่ากล้วยพัฒนา,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,16,56.25,49.61,14.06,15.23,0.00,0.00,24.22,24.79,35.42,29.97,34.38,29.15,12.50,27.95,31.25,27.56,18.75,24.21
2568,วัดพระบาท,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,1,0.00,0.00,0.00,0.00,100.00,0.00,50.00,0.00,66.67,0.00,50.00,0.00,50.00,0.00,33.33,0.00,50.00,0.00
2568,ศรีจอมทอง,จอมทอง,ใหญ่,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,232,59.48,49.09,37.93,25.10,16.38,37.01,53.13,28.56,48.28,27.63,39.22,30.30,50.00,35.36,45.11,27.77,24.14,27.84
2568,สุทธิวงศ์ดำรงวิทย์,จอมทอง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,7,71.43,45.18,21.43,20.82,0.00,0.00,39.29,12.37,52.38,16.50,42.86,41.65,21.43,36.42,19.05,16.50,28.57,24.74
2568,แกน้อยศึกษา,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,10,10.00,30.00,27.50,20.77,0.00,0.00,50.00,31.62,36.67,23.33,25.00,25.00,30.00,24.49,30.00,27.69,30.00,24.49
2568,โครงการหลวงแกน้อย,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,1,100.00,0.00,50.00,0.00,0.00,0.00,50.00,0.00,100.00,0.00,50.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00
2568,เจ้าฟ้าอุบลรัตน์,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,28,28.57,45.18,25.00,28.35,10.71,30.93,35.71,15.20,27.38,23.66,32.14,33.31,26.79,31.29,38.10,27.77,8.93,19.15
2568,ชุมชนบ้านเมืองงาย,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,50,42.00,49.36,36.00,29.22,26.00,43.86,42.25,26.91,52.67,22.20,30.00,31.62,49.00,36.73,46.00,30.47,21.00,28.44
2568,ชุมชนบ้านวังจ๊อม,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,15,40.00,48.99,26.67,29.53,0.00,0.00,43.33,28.82,42.22,28.46,23.33,30.91,36.67,33.99,37.78,26.85,26.67,24.94
2568,ดอยสามหมื่น,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,9,44.44,49.69,11.11,17.12,11.11,31.43,34.72,21.06,44.44,22.22,22.22,24.85,22.22,34.25,33.33,27.22,16.67,23.57
2568,ตชด.เฉลิมพระเกียรติฯ บ้านแกน้อย,เชียงดาว,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,15,20.00,40.00,31.67,26.56,13.33,33.99,35.83,21.83,46.67,23.73,20.00,30.55,33.33,29.81,28.89,26.85,16.67,23.57
2568,บ้านเชียงดาว,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,96,52.08,49.96,36.98,31.04,25.00,43.30,42.19,25.85,44.44,25.76,34.90,32.37,41.67,35.11,43.75,26.49,16.67,26.68
2568,บ้านดอน,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,11,18.18,38.57,22.73,19.81,0.00,0.00,37.50,21.32,30.30,17.14,13.64,22.27,13.64,22.27,45.45,21.43,27.27,32.78
2568,บ้านถ้ำ,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,7,42.86,49.49,17.86,11.29,0.00,0.00,16.07,11.01,47.62,24.28,7.14,17.50,42.86,31.94,23.81,23.33,14.29,22.59
2568,บ้านทุ่งข้าวพวง,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,27,44.44,49.69,25.00,31.18,11.11,31.43,45.83,23.32,46.91,31.76,31.48,33.74,44.44,36.85,30.86,27.10,12.96,21.91
2568,บ้านทุ่งละคร,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,4,50.00,50.00,50.00,30.62,25.00,43.30,62.50,21.65,58.33,14.43,25.00,25.00,75.00,25.00,58.33,14.43,25.00,25.00
2568,บ้านทุ่งหลุก,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,16,62.50,48.41,50.00,39.53,12.50,33.07,44.53,19.75,54.17,28.57,25.00,25.00,56.25,39.03,35.42,18.52,18.75,29.97
2568,บ้านนาหวาย,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,25,28.00,44.90,24.00,20.59,24.00,42.71,29.50,22.33,38.67,27.78,32.00,34.29,28.00,28.57,42.67,25.85,26.00,32.00
2568,บ้านปางแดง,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,11,0.00,0.00,22.73,19.81,9.09,28.75,27.27,21.86,39.39,34.28,9.09,19.28,36.36,37.48,33.33,24.62,31.82,24.05
2568,บ้านปางเฟือง,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,21,23.81,42.59,17.86,15.70,0.00,0.00,33.33,16.96,44.44,21.41,30.95,36.11,21.43,29.16,20.63,28.13,23.81,24.97
2568,บ้านปางมะเยา,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,23,13.04,33.68,26.09,22.70,13.04,33.68,25.54,15.41,47.83,23.73,26.09,29.00,39.13,41.59,39.13,30.54,10.87,20.62
2568,บ้านป่าบง,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,10,50.00,50.00,20.00,35.00,0.00,0.00,36.25,16.25,36.67,27.69,25.00,40.31,30.00,40.00,46.67,30.55,25.00,33.54
2568,บ้านเมืองคอง,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,5,60.00,48.99,15.00,12.25,0.00,0.00,25.00,13.69,20.00,16.33,10.00,20.00,10.00,20.00,33.33,21.08,10.00,20.00
2568,บ้านเมืองนะ,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,62,62.90,48.31,21.77,24.38,11.29,31.65,38.71,23.41,47.31,27.14,25.00,28.04,39.52,32.55,38.71,26.90,18.55,25.77
2568,บ้านแม่กอนใน,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,18,22.22,41.57,25.00,25.00,16.67,37.27,29.17,20.41,44.44,24.85,33.33,28.87,38.89,39.28,42.59,18.61,16.67,23.57
2568,บ้านแม่นะ,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,16,18.75,39.03,39.06,31.83,31.25,46.35,35.16,16.66,50.00,23.57,18.75,34.80,28.13,30.46,33.33,26.35,28.13,24.80
2568,บ้านแม่ป๋าม,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,9,55.56,49.69,27.78,21.87,0.00,0.00,45.83,28.26,62.96,18.89,22.22,24.85,33.33,40.82,44.44,35.14,16.67,23.57
2568,บ้านแม่แมะ,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,10,30.00,45.83,27.50,17.50,30.00,45.83,18.75,17.00,36.67,17.95,15.00,22.91,30.00,33.17,33.33,25.82,20.00,24.49
2568,บ้านแม่อ้อใน,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,10,60.00,48.99,25.00,22.36,50.00,50.00,63.75,18.07,63.33,23.33,65.00,32.02,40.00,37.42,53.33,37.12,10.00,20.00
2568,บ้านรินหลวง,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,24,16.67,37.27,16.67,19.98,12.50,33.07,41.15,20.56,33.33,19.25,20.83,28.57,20.83,32.00,33.33,30.43,27.08,24.91
2568,บ้านวังมะริว,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,7,42.86,49.49,67.86,22.02,14.29,34.99,41.07,19.72,57.14,34.34,28.57,36.42,42.86,31.94,33.33,30.86,14.29,22.59
2568,บ้านสบคาบ,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,4,50.00,50.00,12.50,21.65,0.00,0.00,37.50,21.65,41.67,14.43,50.00,0.00,12.50,21.65,58.33,27.64,0.00,0.00
2568,บ้านสันป่าเกี๊ยะ,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,20,40.00,48.99,33.75,36.46,20.00,40.00,40.00,17.94,35.00,24.66,35.00,35.71,25.00,29.58,30.00,27.69,32.50,36.31
2568,บ้านหนองเขียว,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,57,42.11,49.37,25.88,25.63,24.56,43.05,37.50,23.41,29.82,25.50,29.82,32.25,25.44,31.24,28.65,21.12,21.93,28.12
2568,บ้านหนองแขม,เชียงดาว,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,10,60.00,48.99,50.00,29.58,10.00,30.00,53.75,23.75,46.67,22.11,40.00,37.42,45.00,41.53,23.33,21.34,30.00,33.17
2568,บ้านหนองบัว,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,8,37.50,48.41,9.38,12.10,12.50,33.07,45.31,22.48,58.33,22.05,18.75,24.21,25.00,25.00,25.00,22.05,12.50,21.65
2568,บ้านห้วยจะค่าน ตชด.อนุสรณ์,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,10,20.00,40.00,32.50,22.50,10.00,30.00,26.25,21.25,26.67,29.06,35.00,32.02,25.00,33.54,26.67,24.94,25.00,25.00
