ปีการศึกษา,ชื่อโรงเรียน,อำเภอที่ตั้งรร.,ขนาดโรงเรียน,ที่ตั้งโรงเรียน,สังกัด,เขตพื้นที่ฯ,จำนวนผู้เข้าสอบ,ว 1.1 (Mean),ว 1.1 (S.D.),ว 1.2 (Mean),ว 1.2 (S.D.),ว 1.3 (Mean),ว 1.3 (S.D.),ว 2.1 (Mean),ว 2.1 (S.D.),ว 2.2 (Mean),ว 2.2 (S.D.),ว 2.3 (Mean),ว 2.3 (S.D.),ว 3.1 (Mean),ว 3.1 (S.D.),ว 3.2 (Mean),ว 3.2 (S.D.),ว 4.2 (Mean),ว 4.2 (S.D.)
2567,บ้านแม่มุ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,14,50.00,50.00,48.21,33.36,50.00,50.00,23.21,24.94,35.71,29.45,57.14,31.94,21.43,31.13,42.86,23.33,53.57,35.17
2567,บ้านแม่ลอง,แม่แจ่ม,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,15,66.67,47.14,53.33,30.09,53.33,49.89,30.83,30.57,24.44,22.66,43.33,24.94,10.00,20.00,42.22,33.26,56.67,24.94
2567,บ้านแม่วาก,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,3,66.67,47.14,41.67,11.79,0.00,0.00,29.17,23.57,22.22,15.71,16.67,23.57,33.33,23.57,11.11,15.71,50.00,40.82
2567,บ้านแม่ศึก (มูลนิธิธรรมมาภิรักษ์อุปถัมภ์ที่ 2),แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,12,75.00,43.30,39.58,38.81,58.33,49.30,29.17,25.17,22.22,28.33,58.33,39.97,29.17,24.65,36.11,31.79,54.17,32.00
2567,บ้านแม่หงานหลวง,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,18.18,38.57,25.00,31.98,54.55,49.79,19.32,18.74,27.27,27.77,31.82,32.14,22.73,32.78,39.39,34.28,45.45,25.71
2567,บ้านแม่หอย,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,6,83.33,37.27,45.83,30.33,50.00,50.00,41.67,26.68,55.56,24.85,58.33,34.36,25.00,25.00,50.00,31.91,25.00,25.00
2567,บ้านแม่เอาะ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,10,50.00,50.00,27.50,30.52,30.00,45.83,33.75,20.19,16.67,22.36,25.00,33.54,15.00,32.02,40.00,29.06,55.00,35.00
2567,บ้านแม่แฮใต้,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,10,90.00,30.00,55.00,24.49,70.00,45.83,36.25,20.50,36.67,17.95,40.00,43.59,30.00,24.49,50.00,16.67,50.00,31.62
2567,บ้านแม่แฮเหนือ,แม่แจ่ม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,63,68.25,46.55,41.27,35.12,36.51,48.15,31.94,21.91,26.98,27.12,31.75,32.49,14.29,24.28,35.98,29.87,31.75,32.49
2567,บ้านแม่แฮเหนือ สาขาแม่แจ๊ะ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,57.14,49.49,28.57,36.42,28.57,45.18,32.14,16.17,42.86,29.35,42.86,31.94,21.43,36.42,61.90,11.66,42.86,31.94
2567,บ้านโม่งหลวง,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,14,85.71,34.99,35.71,22.59,71.43,45.18,33.93,21.87,35.71,26.62,28.57,31.13,25.00,25.00,23.81,23.33,32.14,23.96
2567,บ้านโม่งหลวง สาขาบ้านแม่อมลานใน,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,2,50.00,50.00,37.50,12.50,100.00,0.00,50.00,12.50,33.33,0.00,0.00,0.00,25.00,25.00,33.33,33.33,25.00,25.00
2567,บ้านสบแม่รวม,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,5,100.00,0.00,35.00,37.42,80.00,40.00,55.00,23.18,46.67,33.99,30.00,40.00,20.00,24.49,60.00,24.94,40.00,37.42
2567,บ้านสบวาก,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,50.00,50.00,62.50,21.65,50.00,50.00,15.63,5.41,8.33,14.43,25.00,43.30,25.00,25.00,58.33,27.64,25.00,25.00
2567,บ้านสองธาร,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,14.29,34.99,28.57,20.82,71.43,45.18,19.64,16.17,33.33,30.86,35.71,22.59,28.57,36.42,66.67,25.20,50.00,26.73
2567,บ้านสามสบ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,57.14,49.49,35.71,26.24,28.57,45.18,26.79,14.06,23.81,23.33,21.43,24.74,14.29,22.59,57.14,23.33,7.14,17.50
2567,บ้านห้วยผา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,27.27,44.54,59.09,35.79,54.55,49.79,34.09,20.71,18.18,16.60,31.82,24.05,4.55,14.37,21.21,25.71,27.27,32.78
2567,บ้านใหม่พัฒนาสันติ,แม่แจ่ม,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,3,66.67,47.14,66.67,23.57,66.67,47.14,50.00,17.68,44.44,41.57,16.67,23.57,16.67,23.57,44.44,31.43,50.00,0.00
2567,บ้านอมขูด,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,50.00,50.00,31.25,10.83,25.00,43.30,34.38,10.36,25.00,27.64,37.50,41.46,0.00,0.00,8.33,14.43,50.00,35.36
2567,บ้านอมเม็ง,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,63.64,48.10,43.18,15.41,45.45,49.79,42.05,24.00,42.42,28.75,31.82,32.14,13.64,22.27,36.36,30.00,40.91,28.75
2567,บ้านเฮาะวิทยา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,9,55.56,49.69,55.56,19.64,55.56,49.69,37.50,24.30,29.63,18.89,33.33,33.33,22.22,24.85,40.74,30.54,50.00,40.82
2567,เมืองเด็กวิทยา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,17,94.12,23.53,50.00,27.12,41.18,49.22,46.32,23.78,47.06,23.03,23.53,34.80,76.47,30.28,52.94,16.41,64.71,33.28
2567,ราชประชานุเคราะห์ 31,แม่แจ่ม,กลาง,นอกเมือง,สำนักบริหารงานการศึกษาพิเศษ,-,31,41.94,49.35,38.71,28.28,38.71,48.71,29.84,20.98,29.03,26.43,37.10,35.85,32.26,27.09,43.01,36.11,43.55,35.34
2567,ศูนย์การเรียนตำรวจตระเวนชายแดนบ้านแม่มุใน บริษัทซีเค พาวเวอร์ จำกัด (มหาชน) อุปถัมภ์,แม่แจ่ม,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,9,44.44,49.69,33.33,20.41,55.56,49.69,25.00,27.00,40.74,30.54,22.22,24.85,22.22,24.85,37.04,29.16,22.22,34.25
2567,ศูนย์การเรียนตำรวจตระเวนชายแดนสนั่น-เฉลิมเกตุ นภาศัพท์,แม่แจ่ม,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,8,87.50,33.07,12.50,17.68,50.00,50.00,32.81,21.59,41.67,22.05,56.25,29.97,6.25,16.54,58.33,27.64,31.25,24.21
2567,หลวงพัฒนาบ้านพุย,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,50.00,50.00,31.25,20.73,25.00,43.30,65.63,18.49,50.00,16.67,50.00,0.00,25.00,43.30,50.00,28.87,50.00,0.00
2567,ออป.13,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,22,86.36,34.32,37.50,30.85,40.91,49.17,34.09,21.05,24.24,26.93,36.36,37.48,25.00,29.19,33.33,24.62,47.73,35.28
2567,อินทนนท์วิทยา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,8,75.00,43.30,37.50,27.95,25.00,43.30,34.38,19.52,29.17,19.98,18.75,24.21,18.75,24.21,58.33,36.32,62.50,21.65
2567,ชุมชนวัดช่อแล,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,21,42.86,49.49,32.14,29.01,52.38,49.94,31.55,20.64,31.75,29.95,28.57,32.99,9.52,19.63,42.86,29.35,45.24,34.17
2567,เชียงใหม่มัธยม,แม่แตง,ใหญ่,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,1,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,33.33,0.00,50.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00
2567,ตชด.ไลออนส์มหาจักร 9,แม่แตง,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,12,66.67,47.14,27.08,29.68,8.33,27.64,21.88,11.55,36.11,31.79,29.17,37.96,16.67,23.57,38.89,29.92,45.83,37.96
2567,เทศบาลตำบลสันมหาพน,แม่แตง,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,32,34.38,47.50,38.28,28.63,46.88,49.90,33.20,22.45,31.25,33.27,29.69,32.74,12.50,25.00,35.42,34.30,56.25,32.48
2567,บ้านก๋ายน้อย,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,2,50.00,50.00,0.00,0.00,50.00,50.00,25.00,25.00,16.67,16.67,25.00,25.00,0.00,0.00,16.67,16.67,50.00,50.00
2567,บ้านช้างใน,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,1,0.00,0.00,0.00,0.00,100.00,0.00,25.00,0.00,33.33,0.00,50.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00
2567,บ้านทับเดื่อ,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,4,75.00,43.30,43.75,10.83,50.00,50.00,53.13,13.62,66.67,23.57,50.00,0.00,12.50,21.65,58.33,14.43,87.50,21.65
2567,บ้านบวกหมื้อ,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,12,75.00,43.30,39.58,33.01,41.67,49.30,39.58,20.94,41.67,38.79,54.17,24.65,33.33,42.49,75.00,19.84,45.83,24.65
2567,บ้านปง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,12,58.33,49.30,39.58,33.01,33.33,47.14,31.25,16.54,30.56,31.79,29.17,32.00,33.33,37.27,55.56,34.25,62.50,36.08
2567,บ้านปลาดาว,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,20,80.00,40.00,46.25,19.80,45.00,49.75,40.00,23.58,36.67,31.45,47.50,33.45,15.00,22.91,56.67,28.09,75.00,25.00
2567,บ้านปางกว้าง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,3,66.67,47.14,50.00,0.00,66.67,47.14,41.67,15.59,22.22,15.71,33.33,23.57,33.33,23.57,66.67,0.00,66.67,23.57
2567,บ้านปางไม้แดง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,5,60.00,48.99,35.00,37.42,40.00,48.99,37.50,20.92,33.33,21.08,60.00,20.00,40.00,48.99,73.33,13.33,70.00,24.49
2567,บ้านปางห้วยตาด,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,10,30.00,45.83,35.00,32.02,20.00,40.00,26.25,21.25,43.33,21.34,55.00,35.00,15.00,22.91,53.33,22.11,50.00,44.72
2567,บ้านปางฮ่าง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,12,83.33,37.27,54.17,24.65,50.00,50.00,33.33,20.62,33.33,27.22,62.50,36.08,33.33,37.27,44.44,20.79,50.00,28.87
2567,บ้านเป้าวิทยาคาร,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,16,62.50,48.41,40.63,31.72,62.50,48.41,33.59,22.41,37.50,28.57,43.75,34.80,43.75,34.80,45.83,19.98,59.38,31.72
2567,บ้านผาหมอน,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,1,100.00,0.00,0.00,0.00,0.00,0.00,37.50,0.00,0.00,0.00,100.00,0.00,0.00,0.00,33.33,0.00,50.00,0.00
2567,บ้านผึ้ง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,16,75.00,43.30,46.88,41.34,75.00,43.30,45.31,30.90,29.17,30.90,56.25,46.35,25.00,25.00,52.08,20.31,53.13,27.78
2567,บ้านเมืองกื้ด,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,19,42.11,49.37,39.47,32.76,36.84,48.24,34.87,18.40,21.05,22.19,26.32,24.97,15.79,23.24,49.12,22.60,60.53,30.69
2567,บ้านแม่ไคร้,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,10,40.00,48.99,37.50,20.16,50.00,50.00,33.75,13.75,20.00,22.11,45.00,26.93,20.00,33.17,50.00,30.73,45.00,35.00
2567,บ้านแม่ตะมาน,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,12,66.67,47.14,45.83,19.98,75.00,43.30,59.38,23.45,47.22,31.79,45.83,47.69,25.00,32.27,47.22,21.34,58.33,27.64
2567,บ้านแม่แมม,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,4,75.00,43.30,31.25,20.73,75.00,43.30,37.50,15.31,16.67,16.67,50.00,35.36,25.00,25.00,41.67,14.43,75.00,25.00
2567,บ้านแม่เลา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,3,0.00,0.00,50.00,40.82,33.33,47.14,45.83,41.25,22.22,31.43,66.67,23.57,16.67,23.57,55.56,15.71,33.33,23.57
2567,บ้านแม่แสะ,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,7,42.86,49.49,14.29,22.59,28.57,45.18,23.21,19.40,19.05,24.28,28.57,24.74,21.43,24.74,28.57,21.30,21.43,24.74
2567,ป่าจี้วังแดงวิทยา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,23,34.78,47.63,32.61,27.02,47.83,49.95,34.24,25.06,24.64,22.45,36.96,30.28,13.04,21.96,46.38,25.52,54.35,29.17
2567,ป่าแป๋วิทยา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,18,94.44,22.91,51.39,26.97,72.22,44.79,44.44,28.02,42.59,31.04,55.56,28.33,19.44,29.53,57.41,14.93,72.22,29.92
2567,ภูดินวิทยา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,2,50.00,50.00,50.00,25.00,100.00,0.00,68.75,18.75,33.33,0.00,25.00,25.00,75.00,25.00,33.33,0.00,50.00,0.00
2567,เมฆขจรเชียงใหม่,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,13,84.62,36.08,34.62,30.28,61.54,48.65,34.62,23.08,41.03,23.22,42.31,33.09,46.15,36.49,61.54,22.06,57.69,26.65
2567,ร่ำเปิงวิทยา,แม่แตง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,32,28.13,44.96,30.47,29.14,40.63,49.11,34.77,24.55,36.46,26.82,42.19,35.60,18.75,24.21,40.63,26.00,40.63,36.31
2567,วัดท่าข้าม,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,10,30.00,45.83,45.00,33.17,50.00,50.00,28.75,20.19,30.00,23.33,25.00,33.54,20.00,24.49,33.33,21.08,70.00,33.17
2567,วัดทุ่งหลวง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,7,71.43,45.18,50.00,35.36,14.29,34.99,50.00,18.90,61.90,21.30,28.57,36.42,42.86,17.50,80.95,24.28,57.14,17.50
2567,วัดนาเม็ง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,5,40.00,48.99,45.00,24.49,60.00,48.99,42.50,10.00,53.33,26.67,50.00,31.62,40.00,37.42,60.00,24.94,70.00,24.49
2567,วัดบ้านเหล่า,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,12,83.33,37.27,37.50,34.61,50.00,50.00,31.25,15.73,27.78,29.92,33.33,31.18,8.33,18.63,44.44,28.33,50.00,35.36
2567,วัดปางมะกล้วย,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,7,71.43,45.18,35.71,18.21,71.43,45.18,39.29,21.58,23.81,23.33,35.71,22.59,21.43,36.42,42.86,23.33,35.71,44.03
2567,วัดแม่กะ,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,20,80.00,40.00,38.75,25.59,60.00,48.99,42.50,20.31,41.67,27.64,37.50,31.12,27.50,29.47,50.00,22.36,62.50,21.65
2567,วัดหนองออน,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,8,87.50,33.07,40.63,24.80,62.50,48.41,37.50,21.65,33.33,23.57,43.75,39.03,31.25,24.21,58.33,14.43,75.00,35.36
2567,วัดห้วยไร่,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,16,81.25,39.03,42.19,33.91,18.75,39.03,45.31,22.91,41.67,34.36,68.75,29.97,40.63,26.33,75.00,25.00,62.50,27.95
2567,สบเปิงวิทยา,แม่แตง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,21,90.48,29.35,59.52,29.35,52.38,49.94,52.38,30.77,36.51,25.00,42.86,27.97,30.95,32.65,41.27,27.03,64.29,34.99
2567,สันป่ายางวิทยาคาร,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,12,75.00,43.30,41.67,25.69,25.00,43.30,18.75,13.98,22.22,20.79,37.50,36.08,8.33,18.63,47.22,25.31,29.17,24.65
2567,สันป่าสักวิทยา,แม่แตง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,84,50.00,50.00,35.71,22.59,50.00,50.00,40.48,24.60,37.30,29.28,39.29,36.25,30.95,36.11,55.95,28.25,64.29,34.13
2567,สันมหาพนวิทยา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,22,54.55,49.79,25.00,23.84,50.00,50.00,36.93,20.46,25.76,28.31,47.73,38.37,18.18,32.14,42.42,24.99,50.00,33.71
2567,อนุบาลสานสายใยรักเทศบาลเมืองเมืองแกนพัฒนา,แม่แตง,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,22,72.73,44.54,38.64,31.74,27.27,44.54,45.45,27.32,27.27,31.20,34.09,34.99,20.45,24.58,40.91,31.67,47.73,35.28
2567,เจ้าพ่อหลวงอุปถัมภ์ 7,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,2,50.00,50.00,62.50,37.50,50.00,50.00,43.75,31.25,33.33,33.33,50.00,0.00,75.00,25.00,83.33,16.67,25.00,25.00
2567,เจ้าแม่หลวงอุปถัมภ์ 2,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,25,56.00,49.64,36.00,25.57,60.00,48.99,36.50,22.62,36.00,28.16,28.00,31.87,14.00,26.53,56.00,32.28,58.00,27.13
2567,ดอนแก้วเนรมิตปัญญา,แม่ริม,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,70,75.71,42.88,39.64,27.55,40.00,48.99,40.54,20.86,33.33,29.81,52.14,36.29,22.86,26.30,55.24,30.28,57.86,31.21
2567,ธีระวัธน์บำเพ็ญ,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,78,73.08,44.36,41.67,30.14,46.15,49.85,47.12,24.43,43.59,28.90,46.15,30.77,33.33,36.40,55.13,32.83,58.33,31.44
2567,บ้านกองแหะ,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,13,61.54,48.65,48.08,22.92,46.15,49.85,41.35,22.14,30.77,33.23,34.62,23.08,23.08,31.72,53.85,30.77,53.85,30.77
2567,บ้านกาดฮาว,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,18,72.22,44.79,33.33,32.27,55.56,49.69,43.06,22.52,25.93,23.72,27.78,29.92,11.11,20.79,50.00,33.79,55.56,36.85
2567,บ้านคุณหมอ,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,40,77.50,41.76,40.00,26.69,52.50,49.94,40.94,23.22,30.00,23.33,55.00,38.41,30.00,35.00,53.33,20.82,63.75,35.33
2567,บ้านดอนแก้ว,แม่ริม,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,21,66.67,47.14,33.33,30.21,28.57,45.18,48.21,29.20,23.81,23.33,33.33,28.17,16.67,23.57,49.21,24.38,54.76,30.49
2567,บ้านต้นผึ้ง,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,8,87.50,33.07,43.75,27.24,75.00,43.30,56.25,26.52,45.83,28.57,56.25,39.03,43.75,39.03,45.83,33.07,62.50,21.65
2567,บ้านทุ่งโป่ง,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,19,78.95,40.77,48.68,28.65,63.16,48.24,30.92,19.18,35.09,29.57,65.79,36.46,18.42,24.12,47.37,24.93,39.47,38.32
2567,บ้านน้ำริน,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,6,33.33,47.14,50.00,38.19,50.00,50.00,45.83,25.69,27.78,12.42,33.33,23.57,33.33,37.27,61.11,29.92,33.33,23.57
2567,บ้านบวกจั่น,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,13,69.23,46.15,50.00,24.02,46.15,49.85,27.88,22.01,28.21,22.06,34.62,30.28,26.92,31.72,35.90,24.33,50.00,19.61
2567,บ้านปางไฮ,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,13,84.62,36.08,42.31,28.39,53.85,49.85,46.15,26.58,30.77,30.55,34.62,36.08,3.85,13.32,53.85,24.59,46.15,23.71
2567,บ้านป่าติ้ว,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,26,80.77,39.41,36.54,29.61,53.85,49.85,33.17,19.59,25.64,28.21,28.85,31.54,15.38,26.92,44.87,33.26,59.62,27.80
